Features,Model,MSE,R²
"GSA,PV,PLD",SK_GB,0.11965620212265789,0.9907539288655727
"GSA,PV,PLD",SK_LR,0.629647693,0.9513458787963245
"GSA,LCD,PLD",SK_RF,0.2668533680679579,0.9793797130458093
"GSA,LCD,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"GSA,LCD,PLD",SK_GB,0.36918679835684487,0.9714722067143691
"GSA,LCD,PLD",SK_LR,1.5169183362870051,0.8827847232853888
"VSA,VF,PV",SK_RF,0.056958724,0.9955986868332253
"VSA,VF,PV",XG_RF,0.25653880612697844,0.98017674
"VSA,VF,PV",SK_GB,0.076851855,0.9940615053648577
"VSA,VF,PV",SK_LR,0.8708727615223338,0.9327059411946192
"VSA,VF,LCD",SK_RF,0.32035744919131726,0.9752453469931275
"VSA,VF,LCD",XG_RF,3.575364408692253,0.7237245285423577
"VSA,VF,LCD",SK_GB,0.3300502778885845,0.9744963629702442
"VSA,VF,LCD",SK_LR,2.722975382,0.7895903126053786
"VSA,VF,PLD",SK_RF,0.33784182765403603,0.9738942945266466
"VSA,VF,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"VSA,VF,PLD",SK_GB,0.3324056403660089,0.9743143594582884
"VSA,VF,PLD",SK_LR,2.586286880854335,0.8001525031698526
"VSA,PV,LCD",SK_RF,0.077436863,0.9940163006003004
"VSA,PV,LCD",XG_RF,3.575364408692253,0.7237245285423577
"VSA,PV,LCD",SK_GB,0.10262025567536832,0.9920703301042855
"VSA,PV,LCD",SK_LR,1.037613655969369,0.9198215428623461
"VSA,PV,PLD",SK_RF,0.099062137,0.9923452729856957
"VSA,PV,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"VSA,PV,PLD",SK_GB,0.11981817754575942,0.9907414127046261
"VSA,PV,PLD",SK_LR,1.183216466820231,0.908570526
"VSA,LCD,PLD",SK_RF,0.9470444928855303,0.9268200010250103
"VSA,LCD,PLD",XG_RF,3.3093463713860043,0.7442802678382865
"VSA,LCD,PLD",SK_GB,1.2468638647140238,0.9036523658316096
"VSA,LCD,PLD",SK_LR,2.737448795827273,0.7884719233598456
"VF,PV,LCD",SK_RF,0.050121000471584784,0.9961270512729972
"VF,PV,LCD",XG_RF,3.575364408692253,0.7237245285423577
"VF,PV,LCD",SK_GB,0.06929353,0.9946455520317544
